Average private Cpu usage,  0.00078125 , Average private memory usage,  0.00140881147541 , Average private disks usage,  0.000130208333333 , Average public Cpu usage,  0.0 , Average public memory usage,  0.0 , Average public disks usage,  0.0 , Number of public machines,  1 
Average private Cpu usage,  0.04140625 , Average private memory usage,  0.000563524590164 , Average private disks usage,  0.0195833333333 , Average public Cpu usage,  0.0644731228669 , Average public memory usage,  0.0152639456163 , Average public disks usage,  0.0143362485779 , Number of public machines,  293 
Average private Cpu usage,  0.04140625 , Average private memory usage,  0.000563524590164 , Average private disks usage,  0.0195833333333 , Average public Cpu usage,  0.0643601190476 , Average public memory usage,  0.0152991524479 , Average public disks usage,  0.0143654336735 , Number of public machines,  294 
Average private Cpu usage,  0.04140625 , Average private memory usage,  0.000563524590164 , Average private disks usage,  0.0195833333333 , Average public Cpu usage,  0.0642478813559 , Average public memory usage,  0.0152577104751 , Average public disks usage,  0.0143185028249 , Number of public machines,  295 
Average private Cpu usage,  0.04140625 , Average private memory usage,  0.000563524590164 , Average private disks usage,  0.0195833333333 , Average public Cpu usage,  0.064453125 , Average public memory usage,  0.0152771239477 , Average public disks usage,  0.0143264358108 , Number of public machines,  296 
Average private Cpu usage,  0.04140625 , Average private memory usage,  0.000563524590164 , Average private disks usage,  0.0195833333333 , Average public Cpu usage,  0.0643939393939 , Average public memory usage,  0.0152670834023 , Average public disks usage,  0.0143500982043 , Number of public machines,  297 
Average private Cpu usage,  0.04140625 , Average private memory usage,  0.000563524590164 , Average private disks usage,  0.0195833333333 , Average public Cpu usage,  0.0642302852349 , Average public memory usage,  0.0152227280229 , Average public disks usage,  0.0143141778523 , Number of public machines,  298 
Average private Cpu usage,  0.04140625 , Average private memory usage,  0.000563524590164 , Average private disks usage,  0.0195833333333 , Average public Cpu usage,  0.0642244983278 , Average public memory usage,  0.0152660507703 , Average public disks usage,  0.0143690774805 , Number of public machines,  299 
Average private Cpu usage,  0.04140625 , Average private memory usage,  0.000563524590164 , Average private disks usage,  0.0195833333333 , Average public Cpu usage,  0.0643229166667 , Average public memory usage,  0.0152202868852 , Average public disks usage,  0.0144131944444 , Number of public machines,  300 
Average private Cpu usage,  0.04140625 , Average private memory usage,  0.000563524590164 , Average private disks usage,  0.0195833333333 , Average public Cpu usage,  0.0644206810631 , Average public memory usage,  0.0152156745275 , Average public disks usage,  0.0143826135105 , Number of public machines,  301 
Average private Cpu usage,  0.04140625 , Average private memory usage,  0.000563524590164 , Average private disks usage,  0.0195833333333 , Average public Cpu usage,  0.0645177980132 , Average public memory usage,  0.0151856475953 , Average public disks usage,  0.0143746550773 , Number of public machines,  302 
Average private Cpu usage,  0.04140625 , Average private memory usage,  0.000563524590164 , Average private disks usage,  0.0195833333333 , Average public Cpu usage,  0.0646658415842 , Average public memory usage,  0.015172726289 , Average public disks usage,  0.0144114411441 , Number of public machines,  303 
Average private Cpu usage,  0.04140625 , Average private memory usage,  0.000563524590164 , Average private disks usage,  0.0195833333333 , Average public Cpu usage,  0.0647101151316 , Average public memory usage,  0.0151379826359 , Average public disks usage,  0.0144171463816 , Number of public machines,  304 
Average private Cpu usage,  0.04140625 , Average private memory usage,  0.000563524590164 , Average private disks usage,  0.0195833333333 , Average public Cpu usage,  0.0649077868852 , Average public memory usage,  0.0151454582102 , Average public disks usage,  0.0143920765027 , Number of public machines,  305 
Average private Cpu usage,  0.04140625 , Average private memory usage,  0.000563524590164 , Average private disks usage,  0.0195833333333 , Average public Cpu usage,  0.0647977941176 , Average public memory usage,  0.015112704918 , Average public disks usage,  0.0143552559913 , Number of public machines,  306 
Average private Cpu usage,  0.04140625 , Average private memory usage,  0.000563524590164 , Average private disks usage,  0.0195833333333 , Average public Cpu usage,  0.0649938925081 , Average public memory usage,  0.0150901772841 , Average public disks usage,  0.0143950190011 , Number of public machines,  307 
Average private Cpu usage,  0.04140625 , Average private memory usage,  0.000563524590164 , Average private disks usage,  0.0195833333333 , Average public Cpu usage,  0.065137987013 , Average public memory usage,  0.0151160315095 , Average public disks usage,  0.0144311417749 , Number of public machines,  308 
Average private Cpu usage,  0.0375 , Average private memory usage,  0.00030737704918 , Average private disks usage,  0.0193229166667 , Average public Cpu usage,  0.065137987013 , Average public memory usage,  0.0151160315095 , Average public disks usage,  0.0144311417749 , Number of public machines,  308 
Average private Cpu usage,  0.03984375 , Average private memory usage,  0.000819672131148 , Average private disks usage,  0.0198958333333 , Average public Cpu usage,  0.064927184466 , Average public memory usage,  0.0150671123137 , Average public disks usage,  0.0143844390507 , Number of public machines,  309 
Average private Cpu usage,  0.0421875 , Average private memory usage,  0.00199795081967 , Average private disks usage,  0.02125 , Average public Cpu usage,  0.0647177419355 , Average public memory usage,  0.0150185087255 , Average public disks usage,  0.0143380376344 , Number of public machines,  310 
Average private Cpu usage,  0.0421875 , Average private memory usage,  0.00199795081967 , Average private disks usage,  0.02125 , Average public Cpu usage,  0.0648110932476 , Average public memory usage,  0.0150212824838 , Average public disks usage,  0.0143589228296 , Number of public machines,  311 
Average private Cpu usage,  0.0421875 , Average private memory usage,  0.00199795081967 , Average private disks usage,  0.02125 , Average public Cpu usage,  0.0647536057692 , Average public memory usage,  0.0149879150904 , Average public disks usage,  0.0143245860043 , Number of public machines,  312 
Average private Cpu usage,  0.0421875 , Average private memory usage,  0.00199795081967 , Average private disks usage,  0.02125 , Average public Cpu usage,  0.0648462460064 , Average public memory usage,  0.0150251401037 , Average public disks usage,  0.0143653487753 , Number of public machines,  313 
Average private Cpu usage,  0.0421875 , Average private memory usage,  0.00199795081967 , Average private disks usage,  0.02125 , Average public Cpu usage,  0.0647392515924 , Average public memory usage,  0.014978920852 , Average public disks usage,  0.0143925822718 , Number of public machines,  314 
Average private Cpu usage,  0.0421875 , Average private memory usage,  0.00199795081967 , Average private disks usage,  0.02125 , Average public Cpu usage,  0.0646329365079 , Average public memory usage,  0.0149443793911 , Average public disks usage,  0.0143716931217 , Number of public machines,  315 
Average private Cpu usage,  0.0421875 , Average private memory usage,  0.00199795081967 , Average private disks usage,  0.02125 , Average public Cpu usage,  0.0646756329114 , Average public memory usage,  0.0149327531646 , Average public disks usage,  0.0143278612869 , Number of public machines,  316 
Average private Cpu usage,  0.0421875 , Average private memory usage,  0.00199795081967 , Average private disks usage,  0.02125 , Average public Cpu usage,  0.0646687697161 , Average public memory usage,  0.0149163520712 , Average public disks usage,  0.0143861724501 , Number of public machines,  317 
Average private Cpu usage,  0.0421875 , Average private memory usage,  0.00199795081967 , Average private disks usage,  0.02125 , Average public Cpu usage,  0.0647110849057 , Average public memory usage,  0.0149628827714 , Average public disks usage,  0.0144129979036 , Number of public machines,  318 
Average private Cpu usage,  0.0421875 , Average private memory usage,  0.00199795081967 , Average private disks usage,  0.02125 , Average public Cpu usage,  0.0648510971787 , Average public memory usage,  0.0150043039211 , Average public disks usage,  0.0144461859979 , Number of public machines,  319 
Average private Cpu usage,  0.040625 , Average private memory usage,  0.000998975409836 , Average private disks usage,  0.0200520833333 , Average public Cpu usage,  0.0648510971787 , Average public memory usage,  0.0150043039211 , Average public disks usage,  0.0144461859979 , Number of public machines,  319 
Average private Cpu usage,  0.040625 , Average private memory usage,  0.000998975409836 , Average private disks usage,  0.0200520833333 , Average public Cpu usage,  0.064697265625 , Average public memory usage,  0.0150118468238 , Average public disks usage,  0.0144401041667 , Number of public machines,  320 
Average private Cpu usage,  0.040625 , Average private memory usage,  0.000998975409836 , Average private disks usage,  0.0200520833333 , Average public Cpu usage,  0.0648364485981 , Average public memory usage,  0.0150321102089 , Average public disks usage,  0.0144681334372 , Number of public machines,  321 
Average private Cpu usage,  0.040625 , Average private memory usage,  0.000998975409836 , Average private disks usage,  0.0200520833333 , Average public Cpu usage,  0.0649747670807 , Average public memory usage,  0.0150124732716 , Average public disks usage,  0.0144264363354 , Number of public machines,  322 
Average private Cpu usage,  0.040625 , Average private memory usage,  0.000998975409836 , Average private disks usage,  0.0200520833333 , Average public Cpu usage,  0.0649671052632 , Average public memory usage,  0.015064330305 , Average public disks usage,  0.014449496904 , Number of public machines,  323 
Average private Cpu usage,  0.040625 , Average private memory usage,  0.000998975409836 , Average private disks usage,  0.0200520833333 , Average public Cpu usage,  0.0651523919753 , Average public memory usage,  0.015038390508 , Average public disks usage,  0.0144338348765 , Number of public machines,  324 
Average private Cpu usage,  0.040625 , Average private memory usage,  0.000998975409836 , Average private disks usage,  0.0200520833333 , Average public Cpu usage,  0.0651442307692 , Average public memory usage,  0.0150409836066 , Average public disks usage,  0.0144503205128 , Number of public machines,  325 
Average private Cpu usage,  0.040625 , Average private memory usage,  0.000998975409836 , Average private disks usage,  0.0200520833333 , Average public Cpu usage,  0.0652319785276 , Average public memory usage,  0.0150309891381 , Average public disks usage,  0.0144603144172 , Number of public machines,  326 
Average private Cpu usage,  0.040625 , Average private memory usage,  0.000998975409836 , Average private disks usage,  0.0200520833333 , Average public Cpu usage,  0.0652236238532 , Average public memory usage,  0.015028889056 , Average public disks usage,  0.0144399847095 , Number of public machines,  327 
Average private Cpu usage,  0.040625 , Average private memory usage,  0.000998975409836 , Average private disks usage,  0.0200520833333 , Average public Cpu usage,  0.0651200457317 , Average public memory usage,  0.0150830292883 , Average public disks usage,  0.014446773374 , Number of public machines,  328 
Average private Cpu usage,  0.040625 , Average private memory usage,  0.000998975409836 , Average private disks usage,  0.0200520833333 , Average public Cpu usage,  0.0652070668693 , Average public memory usage,  0.0150916836913 , Average public disks usage,  0.0144281914894 , Number of public machines,  329 
Average private Cpu usage,  0.040625 , Average private memory usage,  0.000998975409836 , Average private disks usage,  0.0200520833333 , Average public Cpu usage,  0.0650568181818 , Average public memory usage,  0.0150863139593 , Average public disks usage,  0.0144586489899 , Number of public machines,  330 
Average private Cpu usage,  0.0375 , Average private memory usage,  0.00046106557377 , Average private disks usage,  0.019609375 , Average public Cpu usage,  0.0650568181818 , Average public memory usage,  0.0150863139593 , Average public disks usage,  0.0144586489899 , Number of public machines,  330 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.00120389344262 , Average private disks usage,  0.0200520833333 , Average public Cpu usage,  0.0648602719033 , Average public memory usage,  0.0150407359715 , Average public disks usage,  0.0144149672709 , Number of public machines,  331 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.00120389344262 , Average private disks usage,  0.0200520833333 , Average public Cpu usage,  0.0648531626506 , Average public memory usage,  0.0150756715386 , Average public disks usage,  0.0144703815261 , Number of public machines,  332 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.00120389344262 , Average private disks usage,  0.0200520833333 , Average public Cpu usage,  0.0650337837838 , Average public memory usage,  0.0151180894009 , Average public disks usage,  0.0145082582583 , Number of public machines,  333 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.00120389344262 , Average private disks usage,  0.0200520833333 , Average public Cpu usage,  0.0652133233533 , Average public memory usage,  0.0151265092765 , Average public disks usage,  0.0144710578842 , Number of public machines,  334 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.00120389344262 , Average private disks usage,  0.0200520833333 , Average public Cpu usage,  0.0653451492537 , Average public memory usage,  0.0150890017127 , Average public disks usage,  0.0144900497512 , Number of public machines,  335 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.00120389344262 , Average private disks usage,  0.0200520833333 , Average public Cpu usage,  0.0655226934524 , Average public memory usage,  0.0151294764832 , Average public disks usage,  0.0145151289683 , Number of public machines,  336 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.00120389344262 , Average private disks usage,  0.0200520833333 , Average public Cpu usage,  0.0656991839763 , Average public memory usage,  0.0151773118646 , Average public disks usage,  0.0145601508408 , Number of public machines,  337 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.00120389344262 , Average private disks usage,  0.0200520833333 , Average public Cpu usage,  0.065551035503 , Average public memory usage,  0.0151505965661 , Average public disks usage,  0.0145710059172 , Number of public machines,  338 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.00120389344262 , Average private disks usage,  0.0200520833333 , Average public Cpu usage,  0.0654959439528 , Average public memory usage,  0.0151572851685 , Average public disks usage,  0.0146109882006 , Number of public machines,  339 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.00120389344262 , Average private disks usage,  0.0200520833333 , Average public Cpu usage,  0.0655790441176 , Average public memory usage,  0.0151955761813 , Average public disks usage,  0.0146124387255 , Number of public machines,  340 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.00120389344262 , Average private disks usage,  0.0200520833333 , Average public Cpu usage,  0.0656158357771 , Average public memory usage,  0.0151630330273 , Average public disks usage,  0.0145879154448 , Number of public machines,  341 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.00120389344262 , Average private disks usage,  0.0200520833333 , Average public Cpu usage,  0.0657437865497 , Average public memory usage,  0.0151396678171 , Average public disks usage,  0.0145924707602 , Number of public machines,  342 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.00120389344262 , Average private disks usage,  0.0200520833333 , Average public Cpu usage,  0.0658254373178 , Average public memory usage,  0.0151000095589 , Average public disks usage,  0.0146212949466 , Number of public machines,  343 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.00120389344262 , Average private disks usage,  0.0200520833333 , Average public Cpu usage,  0.0657703488372 , Average public memory usage,  0.0150635603317 , Average public disks usage,  0.0145818192829 , Number of public machines,  344 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.00120389344262 , Average private disks usage,  0.0200520833333 , Average public Cpu usage,  0.0658514492754 , Average public memory usage,  0.0150451413637 , Average public disks usage,  0.0146210748792 , Number of public machines,  345 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.00120389344262 , Average private disks usage,  0.0200520833333 , Average public Cpu usage,  0.0657966040462 , Average public memory usage,  0.0150253482422 , Average public disks usage,  0.0146044075145 , Number of public machines,  346 
Average private Cpu usage,  0.04296875 , Average private memory usage,  0.00120389344262 , Average private disks usage,  0.0200520833333 , Average public Cpu usage,  0.0656520172911 , Average public memory usage,  0.0149879529456 , Average public disks usage,  0.0146178554275 , Number of public machines,  347 
Average private Cpu usage,  0.03671875 , Average private memory usage,  0.000128073770492 , Average private disks usage,  0.02 , Average public Cpu usage,  0.0656520172911 , Average public memory usage,  0.0149879529456 , Average public disks usage,  0.0146178554275 , Number of public machines,  347 
Average private Cpu usage,  0.0421875 , Average private memory usage,  0.000256147540984 , Average private disks usage,  0.0215885416667 , Average public Cpu usage,  0.065463362069 , Average public memory usage,  0.0149448841153 , Average public disks usage,  0.0145758500958 , Number of public machines,  348 
